episode, reward
0, -12430.3
1, -5329.2
2, -121706
3, -644.8
4, -17996.7
5, -409.6
6, -6993.24
7, -15027.3
8, -699.68
9, -22316.5
10, -3057.56
11, -8892.48
12, -2302.96
13, -3151.64
14, -211.64
15, -974.08
16, -3970.92
17, -4247.28
18, -2557.76
19, -4994.04
20, -10685.9
21, -2936.04
22, -6244.52
23, -942.72
24, -568.36
25, -431.16
26, -593.84
27, -339.04
28, -162.64
29, -785.92
30, -1577.76
31, -746.72
32, -799.64
33, -3104.6
34, -284.16
35, -1.92
36, -439
37, -115.6
38, -107.76
39, -4257.08
40, -180.28
41, -4635.36
42, -35.24
43, -521.32
44, -205.76
45, -13806.2
46, -3725.92
47, -162.64
48, -684
49, -313.56
50, -3198.68
51, -1775.72
52, -582.08
53, -9229.6
54, -3598.52
55, -1240.64
56, -50.92
57, -9837.2
58, -946.64
59, -6644.36
60, -1773.76
61, -1861.96
62, -68.56
63, -425.28
64, -50.92
65, -39.16
66, -452.72
67, -964.28
68, -19.56
69, 19.64
70, -150.88
71, -29.36
72, -184.2
73, -156.76
74, -582.08
75, -662.44
76, -448.8
77, -346.88
78, -3898.4
79, -1497.4
80, -299.84
81, -82.28
82, -223.4
83, -84.24
84, -1189.68
85, -115.6
86, -76.4
87, -1681.64
88, -43.08
89, -1123.04
90, -842.76
91, -1546.4
92, -1581.68
93, -27.4
94, -897.64
95, -188.12
96, -148.92
97, -7.8
98, -1458.2
99, -192.04
100, -1579.72
101, -17.6
102, -1111.28
103, -96
104, -789.84
105, -194
106, -1017.2
107, -137.16
108, -176.36
109, -4556.96
110, -352.76
111, -738.88
112, -750.64
113, -56.8
114, -339.04
115, -25.44
116, -505.64
117, -15.64
118, -391.96
119, -1781.6
120, 58.84
121, -48.96
122, -339.04
123, 2
124, -17.6
125, -97.96
126, 15.72
127, 11.8
128, 54.92
129, 49.04
130, -127.36
131, 54.92
132, -19.56
133, -21.52
134, 27.48
135, -13.68
136, -23.48
137, -54.84
138, 13.76
139, 21.6
140, -354.72
141, -6987.36
142, -15.64
143, -2502.88
144, -48.96
145, -1405.28
146, -891.76
147, 25.52
148, -2467.6
149, -148.92
150, -268.48
151, -456.64
152, -60.72
153, -4535.4
154, -27.4
155, 41.2
156, -96
157, -623.24
158, -280.24
159, 3.96
160, -564.44
161, -513.48
162, -644.8
163, -3065.4
164, -121.48
165, -31.32
166, 23.56
167, -3616.16
168, -580.12
169, -239.08
170, -35.24
171, -39.16
172, -452.72
173, -41.12
174, -3339.8
175, -146.96
176, -1205.36
177, 35.32
178, -221.44
179, -2642.04
180, -2759.64
