episode, reward
0, -15295.8
1, -11238.6
2, -225.36
3, -1354.32
4, -1083.84
5, -62.68
6, -682.04
7, -484.08
8, -901.56
9, -3290.8
10, -112296
11, -2845.88
12, -4237.48
13, -26981.3
14, -16164.1
15, -3853.32
16, -282.2
17, -11.72
18, -231.24
19, -9747.04
20, -417.44
21, -533.08
22, -45.04
23, 25.52
24, -2469.56
25, 43.16
26, 13.76
27, -16783.4
28, -970.16
29, -199.88
30, -1973.68
31, -2875.28
32, -1520.92
33, -2171.64
34, -313.56
35, -276.32
36, -527.2
37, -831
38, 9.84
39, -188.12
40, -62.68
41, -227.32
42, -429.2
43, 68.64
44, 19.64
45, -103.84
46, -3279.04
47, -41.12
48, -525.24
49, 3.96
50, -252.8
51, -1.92
52, -188.12
53, -223.4
54, -4523.64
55, -1558.16
56, -787.88
57, -1203.4
58, -315.52
59, -1.92
60, -864.32
61, -5340.96
62, 29.44
63, 43.16
64, -315.52
65, -3471.12
66, 21.6
67, -627.16
68, -393.92
69, -7214.72
70, -221.44
71, -1591.48
72, -344.92
73, -2957.6
74, -346.88
75, -1628.72
76, -960.36
77, -809.44
78, -429.2
79, -1640.48
80, -276.32
81, -266.52
82, -758.48
83, 51
84, -339.04
85, 51
86, -15.64
87, 29.44
88, -1409.2
89, -1081.88
90, -976.04
91, -885.88
92, -1185.76
93, -7.8
94, -68.56
95, 2
96, -213.6
97, -529.16
98, -386.08
99, -4837.24
100, -41.12
101, -440.96
102, -380.2
103, -7451.88
104, -382.16
105, 66.68
106, -5564.4
107, -241.04
108, -4088.52
109, -168.52
110, -2753.76
111, -913.32
112, -139.12
113, 23.56
114, 45.12
115, 56.88
116, 45.12
117, -41.12
118, 58.84
119, 25.52
120, 39.24
121, 41.2
122, 52.96
123, 27.48
124, -5344.88
125, -348.84
126, -239.08
127, -1256.32
128, -25.44
129, 7.88
130, -535.04
131, -41.12
132, -284.16
133, -41.12
134, -17.6
135, -168.52
136, -13.68
137, 68.64
138, 33.36
139, 49.04
140, -64.64
141, -15.64
142, 47.08
143, 62.76
144, -9.76
145, -15.64
146, -37.2
147, -262.6
148, 29.44
149, 41.2
150, -47
151, -82.28
152, -82.28
153, -382.16
154, -1589.52
155, -680.08
156, -358.64
157, -58.76
158, -168.52
159, -111.68
160, -695.76
161, 54.92
162, -313.56
163, -1709.08
164, -1.92
165, -823.16
166, -584.04
167, -3494.64
168, -538.96
169, -1287.68
170, -274.36
