episode, reward
0, -1094.62
1, -87.18
2, 36.3
3, 61.78
4, -140.1
5, 22.58
6, -247.9
7, 46.1
8, -12.7
9, 48.06
10, -98.94
11, 26.5
12, 71.58
13, 12.78
14, 79.42
15, 51.98
16, 73.54
17, 40.22
18, 63.74
19, 51.98
20, 53.94
21, 53.94
22, -292.98
23, 32.38
24, 71.58
25, 69.62
26, 36.3
27, 36.3
28, -365.5
29, 8.86
30, 71.58
31, 46.1
32, 79.42
33, 73.54
34, 65.7
35, 55.9
36, 67.66
37, 67.66
38, 59.82
39, 55.9
40, 69.62
41, 77.46
42, 55.9
43, 73.54
44, 71.58
45, 75.5
46, 73.54
47, 79.42
48, 75.5
49, 67.66
50, 71.58
51, 81.38
52, 63.74
53, 79.42
54, 65.7
55, 79.42
56, 67.66
57, 65.7
58, 69.62
59, 71.58
60, 69.62
61, 71.58
62, 73.54
63, 73.54
64, 53.94
65, 61.78
66, -242.02
67, 67.66
68, 55.9
69, 20.62
70, 63.74
71, 51.98
72, -24.46
73, 71.58
74, 50.02
75, 67.66
76, 65.7
77, 69.62
78, 73.54
79, 79.42
80, 42.18
81, 55.9
82, 57.86
83, 73.54
84, 12.78
85, 65.7
86, 73.54
87, 75.5
88, 71.58
89, 59.82
90, 71.58
91, 75.5
92, 12.78
93, 42.18
94, 65.7
95, 65.7
96, 55.9
97, 69.62
98, 71.58
99, 73.54
100, 63.74
101, 73.54
102, 71.58
103, 67.66
104, 75.5
105, 69.62
106, 69.62
107, 71.58
108, 73.54
109, 61.78
110, 57.86
111, 71.58
112, 77.46
113, 75.5
114, 67.66
115, 79.42
116, 63.74
117, 34.34
118, 79.42
119, 67.66
120, 71.58
121, 73.54
122, 69.62
123, 51.98
124, 63.74
125, 77.46
126, 69.62
127, 69.62
128, 36.3
129, 46.1
130, 71.58
131, 48.06
132, 46.1
133, 79.42
134, 67.66
135, 51.98
136, 65.7
137, 73.54
138, 77.46
139, 77.46
140, 57.86
141, 63.74
142, 81.38
143, 75.5
144, 63.74
145, 75.5
146, 55.9
147, 44.14
148, 67.66
149, 69.62
150, 77.46
151, 71.58
152, 73.54
153, 79.42
154, 75.5
155, 75.5
156, 67.66
157, 69.62
158, 73.54
159, 79.42
160, 73.54
161, 79.42
162, 75.5
163, 69.62
164, 50.02
165, 77.46
166, 69.62
167, 67.66
168, 75.5
169, 67.66
170, 73.54
171, 71.58
172, 69.62
173, 61.78
174, 79.42
175, 71.58
176, 67.66
177, 71.58
178, 61.78
179, 59.82
180, 63.74
181, 59.82
182, 67.66
183, 77.46
184, 71.58
185, 57.86
186, 61.78
187, 73.54
188, 55.9
189, 57.86
190, 69.62
191, 79.42
192, 57.86
193, 77.46
194, 71.58
195, 73.54
196, 71.58
197, 57.86
198, 67.66
199, 71.58
200, 79.42
201, 57.86
202, 53.94
203, 77.46
204, 73.54
205, 75.5
206, 65.7
207, 73.54
208, 71.58
209, 77.46
210, 53.94
211, 48.06
212, 75.5
213, 61.78
214, 63.74
215, 67.66
216, 51.98
217, 75.5
218, 67.66
219, 79.42
220, 69.62
221, 75.5
222, 79.42
223, 59.82
224, 75.5
225, 71.58
226, 67.66
227, 69.62
228, 71.58
229, 59.82
230, 77.46
231, 77.46
232, 61.78
233, 71.58
234, 65.7
235, 81.38
236, 75.5
237, 69.62
238, 67.66
239, 73.54
240, 77.46
241, 63.74
242, 53.94
243, 75.5
244, 59.82
245, 57.86
246, 65.7
247, 77.46
248, 65.7
249, 69.62
250, 71.58
251, 79.42
252, 71.58
253, 57.86
254, 71.58
255, 63.74
256, 65.7
257, 81.38
258, 61.78
259, 75.5
260, 77.46
261, 77.46
262, 65.7
263, 46.1
264, 65.7
265, 51.98
266, 44.14
267, 67.66
268, 75.5
269, 69.62
270, 77.46
271, 61.78
272, 71.58
273, 79.42
274, 73.54
275, 73.54
276, 71.58
277, 69.62
278, 77.46
279, 71.58
280, 63.74
281, 79.42
282, 77.46
283, 59.82
284, 59.82
285, 65.7
286, 75.5
287, 59.82
288, 75.5
289, 73.54
290, 59.82
291, 63.74
292, 77.46
293, 57.86
294, 65.7
295, 75.5
296, 77.46
297, 75.5
298, 77.46
299, 65.7
300, 69.62
301, 67.66
302, 67.66
303, 77.46
304, 67.66
305, 59.82
306, 63.74
307, 67.66
308, 69.62
309, 61.78
310, 46.1
311, 77.46
312, 65.7
313, 65.7
314, 67.66
315, 69.62
316, 73.54
317, 77.46
318, 65.7
319, 63.74
320, 65.7
321, 63.74
322, 65.7
323, 71.58
324, 69.62
325, 69.62
326, 69.62
327, 71.58
328, 81.38
329, 71.58
330, 65.7
331, 79.42
332, 71.58
333, 65.7
334, 71.58
335, 79.42
336, 65.7
337, 69.62
338, 36.3
339, 61.78
340, 71.58
341, 77.46
342, 73.54
343, 67.66
344, 51.98
345, 75.5
346, 79.42
347, 77.46
348, 71.58
349, 73.54
350, 63.74
351, 63.74
352, 55.9
353, 71.58
354, 67.66
355, 71.58
356, 61.78
357, 69.62
358, 65.7
359, 69.62
360, 57.86
361, 73.54
362, 81.38
363, 81.38
364, 73.54
365, 77.46
366, 73.54
367, 73.54
368, 63.74
369, 55.9
370, 75.5
371, 71.58
372, 59.82
373, 77.46
374, 77.46
375, 77.46
376, 75.5
377, 71.58
378, 65.7
379, 77.46
380, 75.5
381, 77.46
382, 79.42
383, 67.66
384, 71.58
385, 61.78
386, 67.66
387, 65.7
388, 75.5
389, 71.58
390, 73.54
391, 71.58
392, 73.54
393, 75.5
394, 57.86
395, 71.58
396, 63.74
397, 71.58
398, 63.74
399, 77.46
400, 71.58
401, 61.78
402, 59.82
403, 75.5
404, 73.54
405, 73.54
406, 65.7
407, 59.82
408, 75.5
409, 73.54
410, 73.54
411, 81.38
412, 69.62
413, 73.54
414, 69.62
415, 77.46
416, 63.74
417, 71.58
418, 67.66
419, 63.74
420, 71.58
421, 67.66
422, 65.7
423, 77.46
424, 63.74
425, 77.46
426, 81.38
427, 67.66
428, 59.82
429, 81.38
430, 69.62
431, 73.54
432, 77.46
433, 69.62
434, 75.5
435, 77.46
436, 53.94
437, 67.66
438, 48.06
439, 67.66
440, 79.42
441, 63.74
442, 75.5
443, 71.58
444, 59.82
445, 69.62
446, 77.46
447, 71.58
448, 77.46
449, 77.46
450, 73.54
451, 77.46
452, 61.78
453, 71.58
454, 67.66
455, 65.7
456, 51.98
457, 77.46
458, 79.42
459, 73.54
460, 14.74
461, 59.82
462, 81.38
463, 73.54
464, 79.42
465, 75.5
466, 55.9
467, 53.94
468, 75.5
469, 65.7
470, 65.7
471, 48.06
472, 69.62
473, 73.54
474, 69.62
475, 75.5
476, 59.82
477, 69.62
478, 61.78
479, 59.82
480, 63.74
481, 77.46
482, 65.7
483, 61.78
484, 50.02
485, 65.7
486, 69.62
487, 67.66
488, 71.58
489, 67.66
490, 63.74
491, 65.7
492, 77.46
493, 73.54
494, 69.62
495, 79.42
496, 65.7
497, 69.62
498, 73.54
499, 65.7
500, 79.42
501, 71.58
502, 59.82
503, 75.5
504, 63.74
505, 73.54
506, 77.46
507, 81.38
508, 67.66
509, 67.66
510, 53.94
511, 65.7
512, 71.58
513, 79.42
514, 67.66
515, 77.46
516, 61.78
517, 77.46
518, 73.54
519, 75.5
520, 63.74
521, 69.62
522, 77.46
523, 79.42
524, 69.62
525, 59.82
526, 81.38
527, 59.82
528, 69.62
529, 77.46
530, 71.58
531, 75.5
532, 42.18
533, 48.06
534, 53.94
535, 77.46
536, 79.42
537, 81.38
538, 65.7
539, 77.46
540, 65.7
541, 65.7
542, 69.62
543, 73.54
544, 53.94
545, 75.5
546, 55.9
547, 63.74
548, 67.66
549, 71.58
550, 65.7
551, 69.62
552, 77.46
553, 67.66
554, 73.54
555, 69.62
556, 67.66
557, 75.5
558, 65.7
559, 71.58
560, 75.5
561, 51.98
562, 73.54
563, 73.54
564, 63.74
565, 75.5
566, 28.46
567, 53.94
568, 63.74
569, 50.02
570, 79.42
571, 71.58
572, 67.66
573, 73.54
574, 79.42
575, 65.7
576, 73.54
577, 65.7
578, 73.54
579, 75.5
580, 79.42
581, 81.38
582, 61.78
583, 71.58
584, 73.54
585, 77.46
586, 73.54
587, 77.46
588, 77.46
589, 71.58
590, 73.54
591, 71.58
592, 77.46
593, 71.58
594, 73.54
595, 73.54
596, 75.5
597, 63.74
598, 65.7
599, 61.78
600, 50.02
601, 77.46
602, 65.7
603, 69.62
604, 65.7
605, 65.7
606, 71.58
607, 67.66
608, 69.62
609, 77.46
610, 61.78
611, 69.62
612, 79.42
613, 81.38
614, 73.54
615, 69.62
616, 77.46
617, 75.5
618, 53.94
619, 71.58
620, 61.78
621, 71.58
622, 57.86
623, 63.74
624, 73.54
625, 73.54
626, 65.7
627, 63.74
628, 79.42
629, 75.5
630, 63.74
631, 53.94
632, 65.7
633, 69.62
634, 75.5
635, 73.54
636, 75.5
637, 67.66
638, 65.7
639, 59.82
640, 69.62
641, 71.58
642, 71.58
643, 73.54
644, 79.42
645, 77.46
646, 73.54
647, 67.66
648, 71.58
649, 75.5
650, 73.54
651, 75.5
652, 67.66
653, 71.58
654, 77.46
655, 73.54
656, 67.66
657, 71.58
658, 53.94
659, 55.9
660, 69.62
661, 69.62
662, 61.78
663, 61.78
664, 73.54
665, 65.7
666, 67.66
667, 73.54
668, 71.58
669, 75.5
670, 77.46
671, 65.7
672, 71.58
673, 59.82
674, 63.74
675, 71.58
676, 77.46
677, 73.54
678, 67.66
679, 63.74
680, 79.42
681, 81.38
682, 61.78
683, 59.82
684, 65.7
685, 61.78
686, 69.62
687, 75.5
688, 61.78
689, 71.58
690, 67.66
691, 61.78
692, 69.62
693, 69.62
694, 75.5
695, 65.7
696, 73.54
697, 75.5
698, 61.78
699, 77.46
700, 75.5
701, 75.5
702, 81.38
703, 71.58
704, 63.74
705, 69.62
706, 44.14
707, 79.42
708, 75.5
709, 79.42
710, 73.54
711, 69.62
712, 71.58
713, 71.58
714, 75.5
715, 48.06
716, 75.5
717, 67.66
718, 63.74
719, 63.74
720, 73.54
721, 69.62
722, 77.46
723, 61.78
724, 69.62
725, 73.54
726, 71.58
727, 57.86
728, 67.66
729, 71.58
730, 57.86
731, 75.5
732, 73.54
733, 61.78
734, 65.7
735, 67.66
736, 67.66
737, 67.66
738, 51.98
739, 67.66
740, 73.54
741, 65.7
742, 67.66
743, 55.9
744, 77.46
745, 67.66
746, 81.38
747, 61.78
748, 77.46
749, 77.46
750, 69.62
751, 71.58
752, 67.66
753, 67.66
754, 77.46
755, 73.54
756, 71.58
757, 71.58
758, 55.9
759, 59.82
760, 75.5
761, 75.5
762, 69.62
763, 55.9
764, 71.58
765, 77.46
766, 77.46
767, 63.74
768, 75.5
769, 69.62
770, 69.62
771, 69.62
772, 69.62
773, 75.5
774, 71.58
775, 73.54
776, 65.7
