episode, reward
0, -17155.8
1, -1307.28
2, -329.24
3, -476.24
4, -860.4
5, -8510.28
6, -101352
7, -3586.76
8, -8951.28
9, -21.52
10, -10587.9
11, -474.28
12, -3192.8
13, -23608.2
14, -405.68
15, -268.48
16, -4584.4
17, -3298.64
18, -3739.64
19, -354.72
20, -517.4
21, -2416.64
22, -8578.88
23, -425.28
24, -7453.84
25, -713.4
26, -192.04
27, -3294.72
28, -4690.24
29, -766.32
30, -1709.08
31, -4443.28
32, -162.64
33, -940.76
34, -1807.08
35, -1021.12
36, -48.96
37, -1091.68
38, 33.36
39, -278.28
40, -1297.48
41, -560.52
42, -6597.32
43, -256.72
44, -1305.32
45, 7.88
46, -2234.36
47, -433.12
48, -307.68
49, -166.56
50, -774.16
51, -1093.64
52, -160.68
53, -680.08
54, -1371.96
55, -3139.88
56, -2518.56
57, -2195.16
58, -135.2
59, -1336.68
60, -1593.44
61, -5.84
62, -129.32
63, -3139.88
64, -225.36
65, -1199.48
66, -229.28
67, -70.52
68, -47
69, -589.92
70, -3428
71, -2487.2
72, -936.84
73, -978
74, -370.4
75, -146.96
76, -3147.72
77, -297.88
78, -121.48
79, -13537.7
80, -176.36
81, -182.24
82, -482.12
83, -3375.08
84, -2195.16
85, -1272
86, -2253.96
87, -227.32
88, 9.84
89, -433.12
90, -186.16
91, -164.6
92, -2124.6
93, -178.32
94, 39.24
95, -454.68
96, -537
97, -6591.44
98, -186.16
99, 60.8
100, 39.24
101, -635
102, -5211.6
103, -109.72
104, -1450.36
105, -1203.4
106, -1264.16
107, -564.44
108, -52.88
109, -74.44
110, -2808.64
111, -1834.52
112, 7.88
113, -797.68
114, -248.88
115, -299.84
116, -74.44
117, -2561.68
118, -1013.28
119, -1891.36
120, -2551.88
121, -7.8
122, -215.56
123, -356.68
124, -2279.44
125, -1532.68
126, -2132.44
127, -84.24
128, -550.72
129, -7985
130, -101.88
131, -10442.8
132, -1742.4
133, -250.84
134, -105.8
135, -968.2
136, -435.08
137, -50.92
138, 21.6
139, -33.28
140, 45.12
141, -899.6
142, 31.4
143, 21.6
144, -329.24
145, 35.32
146, 49.04
147, -107.76
148, -39.16
149, -501.72
150, 3.96
151, -3.88
152, -115.6
153, 37.28
154, -21.52
155, -82.28
156, -154.8
157, 33.36
158, 39.24
159, -501.72
160, 13.76
161, -107.76
162, -1434.68
163, -1787.48
164, -123.44
165, -43.08
166, -372.36
167, -62.68
168, -90.12
169, 9.84
170, 21.6
171, 2
172, -746.72
173, 41.2
174, 37.28
175, -523.28
176, 68.64
177, -68.56
178, 31.4
179, -1017.2
180, 56.88
181, -221.44
182, -364.52
183, -1164.2
184, 31.4
185, 13.76
186, -209.68
187, -1134.8
188, 51
189, -1077.96
190, -11.72
191, -740.84
192, 31.4
193, -152.84
194, -315.52
195, 17.68
196, -86.2
197, 66.68
198, -9.76
199, 17.68
200, 47.08
201, 54.92
202, 21.6
203, 54.92
204, 52.96
205, -339.04
206, -211.64
207, -17.6
208, -421.36
209, 60.8
210, -3214.36
211, -4725.52
212, -1832.56
213, -192.04
214, -848.64
215, -2199.08
216, -4541.28
217, -978
218, -80.32
219, 62.76
220, -2036.4
221, -7055.96
222, 33.36
223, -595.8
224, 52.96
225, 13.76
226, -846.68
227, 72.56
228, 39.24
229, -527.2
230, -17.6
231, 52.96
232, -4978.36
233, -6250.4
234, 58.84
235, 43.16
236, 41.2
237, -537
238, -31.32
239, -1130.88
240, -3169.28
241, -133.24
242, -15.64
243, -105.8
244, -711.44
245, -15.64
246, -29.36
247, -480.16
248, -199.88
249, -2118.72
250, -241.04
251, 5.92
252, -268.48
253, -31.32
254, -37.2
255, 51
256, 39.24
257, -54.84
258, -3053.64
259, -427.24
260, -27.4
261, 27.48
262, -421.36
263, -4351.16
264, -934.88
265, -90.12
266, -23.48
267, -307.68
268, 54.92
269, -1507.2
270, -1415.08
271, -86.2
272, -1256.32
273, -1444.48
274, 58.84
275, -936.84
276, -139.12
277, -791.8
278, 51
279, -3.88
280, 54.92
281, 9.84
282, 60.8
283, -734.96
284, 37.28
285, 5.92
286, -58.76
287, 45.12
288, -262.6
289, -484.08
290, -207.72
291, -64.64
292, -433.12
293, -158.72
294, -47
295, -3.88
296, -11.72
297, 27.48
298, 33.36
299, -3.88
300, 27.48
301, 45.12
302, 37.28
303, 5.92
304, 62.76
305, 62.76
306, -131.28
307, -231.24
308, 41.2
309, 35.32
310, 47.08
311, 52.96
312, -13.68
313, -82.28
314, 45.12
315, 56.88
316, -9.76
317, 54.92
318, 66.68
319, 56.88
320, 2
321, 45.12
322, -158.72
323, 39.24
324, 23.56
325, 58.84
326, 43.16
327, 21.6
328, -29.36
329, 64.72
330, 41.2
331, 45.12
332, -176.36
333, 37.28
334, 47.08
335, 51
336, -262.6
337, 52.96
338, 29.44
339, -143.04
340, -13.68
341, 5.92
342, 25.52
343, -1865.88
344, 11.8
345, 27.48
346, 64.72
347, -41.12
348, -166.56
349, 19.64
350, -107.76
351, 39.24
352, -201.84
353, -7.8
354, -29.36
355, -1.92
356, -315.52
357, -650.68
358, -317.48
359, -601.68
360, -170.48
361, -2702.8
362, -5.84
363, -139.12
364, -17.6
365, -117.56
366, -180.28
367, 17.68
368, -17.6
369, -388.04
370, -1.92
371, -152.84
372, 68.64
373, 19.64
374, -78.36
375, -31.32
376, -970.16
377, -415.48
378, -495.84
379, -48.96
380, -825.12
381, -2577.36
382, 5.92
383, 11.8
384, -1.92
385, -731.04
386, -15.64
387, 45.12
388, -5.84
389, -50.92
390, -94.04
391, -125.4
392, 37.28
393, 37.28
394, -940.76
395, 13.76
396, 51
397, -248.88
398, -54.84
399, 68.64
400, 23.56
401, -21.52
402, 64.72
403, 43.16
404, 45.12
405, 37.28
