episode, reward
0, -1037.78
1, -32.3
2, -310.62
3, -194.98
4, 51.98
5, 36.3
6, 59.82
7, 63.74
8, 57.86
9, -10.74
10, 69.62
11, 6.9
12, 51.98
13, 61.78
14, 67.66
15, -418.42
16, 61.78
17, -47.98
18, 67.66
19, 73.54
20, 79.42
21, 79.42
22, 40.22
23, 61.78
24, 44.14
25, -12.7
26, 53.94
27, 65.7
28, 57.86
29, 63.74
30, 69.62
31, 63.74
32, 77.46
33, -438.02
34, 79.42
35, 34.34
36, 1.02
37, 57.86
38, 79.42
39, 79.42
40, 34.34
41, 69.62
42, 63.74
43, 24.54
44, 38.26
45, 65.7
46, 40.22
47, 61.78
48, 71.58
49, -20.54
50, 71.58
51, 53.94
52, 44.14
53, -4.86
54, 42.18
55, 55.9
56, 32.38
57, 71.58
58, 34.34
59, 26.5
60, 73.54
61, 14.74
62, 77.46
63, 61.78
64, 69.62
65, 73.54
66, 65.7
67, 57.86
68, 75.5
69, 59.82
70, 73.54
71, 69.62
72, 81.38
73, 79.42
74, 71.58
75, 61.78
76, 73.54
77, 51.98
78, 71.58
79, 69.62
80, 79.42
81, 69.62
82, 69.62
83, 55.9
84, 73.54
85, 75.5
86, 67.66
87, 69.62
88, 50.02
89, 75.5
90, 81.38
91, 63.74
92, 69.62
93, 69.62
94, 81.38
95, 67.66
96, 79.42
97, 73.54
98, 67.66
99, 69.62
100, 67.66
101, 67.66
102, 79.42
103, 75.5
104, 79.42
105, 73.54
106, 63.74
107, 67.66
108, 67.66
109, 57.86
110, 59.82
111, 73.54
112, 63.74
113, 73.54
114, 71.58
115, 51.98
116, 77.46
117, 67.66
118, 65.7
119, 77.46
120, 55.9
121, 65.7
122, 71.58
123, 63.74
124, 71.58
125, 67.66
126, 71.58
127, 79.42
128, 73.54
129, 69.62
130, 81.38
131, 67.66
132, 69.62
133, 59.82
134, 79.42
135, 53.94
136, 75.5
137, 69.62
138, 61.78
139, 50.02
140, 67.66
141, 77.46
142, 69.62
143, 67.66
144, 67.66
145, 73.54
146, 67.66
147, 75.5
148, 73.54
149, 57.86
150, 69.62
151, 81.38
152, 67.66
153, 69.62
154, 73.54
155, 67.66
156, 73.54
157, 61.78
158, 69.62
159, 59.82
160, 73.54
161, 63.74
162, 65.7
163, 77.46
164, 73.54
165, 73.54
166, 71.58
167, 71.58
168, 71.58
169, 61.78
170, 75.5
171, 57.86
172, 75.5
173, 48.06
174, 71.58
175, 63.74
176, 73.54
177, 69.62
178, 51.98
179, 77.46
180, 63.74
181, 69.62
182, 61.78
183, 63.74
184, 71.58
185, 42.18
186, 75.5
187, 67.66
188, 77.46
189, 50.02
190, 73.54
191, 57.86
192, 59.82
193, 81.38
194, 55.9
195, 61.78
196, 69.62
197, 53.94
198, 73.54
199, 63.74
200, 67.66
201, 75.5
202, 77.46
203, 71.58
204, 57.86
205, 57.86
206, 79.42
207, 67.66
208, 69.62
209, 46.1
210, 77.46
211, 71.58
212, 71.58
213, 77.46
214, 75.5
215, 69.62
216, 79.42
217, 65.7
218, 75.5
219, 55.9
220, 77.46
221, 61.78
222, 75.5
223, 73.54
224, 57.86
225, 77.46
226, 75.5
227, 79.42
228, 57.86
229, 71.58
230, 77.46
231, 61.78
232, 75.5
233, 71.58
234, 75.5
235, 67.66
236, 71.58
237, 69.62
238, 65.7
239, 77.46
240, 63.74
241, 77.46
242, 79.42
243, 75.5
244, 63.74
245, 65.7
246, 67.66
247, 71.58
248, 55.9
249, 61.78
250, 77.46
251, 65.7
252, 40.22
253, 75.5
254, 73.54
255, 75.5
256, 57.86
257, 65.7
258, 67.66
259, 73.54
260, 71.58
261, 67.66
262, 73.54
263, 79.42
264, 71.58
265, 67.66
266, 71.58
267, 71.58
268, 73.54
269, 75.5
270, 75.5
271, 53.94
272, 51.98
273, 69.62
274, 79.42
275, 67.66
276, 67.66
277, 73.54
278, 63.74
279, 71.58
280, 77.46
281, 73.54
282, 59.82
283, 57.86
284, 67.66
285, 57.86
286, 75.5
287, 71.58
288, 69.62
289, 61.78
290, 75.5
291, 71.58
292, 69.62
293, 63.74
294, 46.1
295, 73.54
296, 65.7
297, 48.06
298, 53.94
299, 73.54
300, 75.5
301, 67.66
302, 67.66
303, 63.74
304, 69.62
305, 81.38
306, 73.54
307, 67.66
308, 75.5
309, 51.98
310, 53.94
311, 71.58
312, 81.38
313, 63.74
314, 57.86
315, 67.66
316, 53.94
317, 59.82
318, 53.94
319, 63.74
320, 73.54
321, 69.62
322, 65.7
323, 57.86
324, 79.42
325, 73.54
326, 61.78
327, 69.62
328, 71.58
329, 75.5
330, 61.78
331, 65.7
332, 69.62
333, 57.86
334, 79.42
335, 81.38
336, 57.86
337, 65.7
338, 73.54
339, 67.66
340, 77.46
341, 79.42
342, 65.7
343, 61.78
344, 65.7
345, 71.58
346, 71.58
347, 77.46
348, 57.86
349, 67.66
350, 71.58
351, 57.86
352, 67.66
353, 73.54
354, 73.54
355, 77.46
356, 81.38
357, 75.5
358, 81.38
359, 63.74
360, 38.26
361, 61.78
362, 77.46
363, 75.5
364, 73.54
365, 69.62
366, 73.54
367, 67.66
368, 44.14
369, 79.42
370, 73.54
371, 65.7
372, 75.5
373, 71.58
374, 59.82
375, 79.42
376, 81.38
377, 73.54
378, 65.7
379, 65.7
380, 77.46
381, 73.54
382, 67.66
383, 71.58
384, 65.7
385, 79.42
386, 79.42
387, 65.7
388, 59.82
389, 50.02
390, 63.74
391, 67.66
392, 77.46
393, 73.54
394, 77.46
395, 73.54
396, 77.46
397, 71.58
398, 77.46
399, 59.82
400, 79.42
401, 77.46
402, 65.7
403, 77.46
404, 48.06
405, 63.74
406, 73.54
407, 67.66
408, 69.62
409, 73.54
410, 77.46
411, 73.54
412, 59.82
413, 75.5
414, 73.54
415, 75.5
416, 71.58
417, 63.74
418, 71.58
419, 65.7
420, 77.46
421, 79.42
422, 61.78
423, 65.7
424, 67.66
425, 69.62
426, 75.5
427, 73.54
428, 69.62
429, 71.58
430, 71.58
431, 53.94
432, 73.54
433, 79.42
434, 69.62
435, 71.58
436, 79.42
437, 65.7
438, 73.54
439, 69.62
440, 59.82
441, 79.42
442, 65.7
443, 46.1
444, 67.66
445, 79.42
446, 73.54
447, 65.7
448, 61.78
449, 71.58
450, 63.74
451, 79.42
452, 69.62
453, 61.78
454, 75.5
455, 65.7
456, 75.5
457, 77.46
458, 55.9
459, 81.38
460, 71.58
461, 53.94
462, 75.5
463, 55.9
464, 69.62
465, 63.74
466, 71.58
467, 67.66
468, 67.66
469, 46.1
470, 71.58
471, 50.02
472, 65.7
