episode, reward
0, -722.22
1, -20.54
2, 16.7
3, -275.34
4, 14.74
5, 51.98
6, 67.66
7, 50.02
8, -46.02
9, -16.62
10, 40.22
11, 24.54
12, -42.1
13, 55.9
14, 59.82
15, -18.58
16, 59.82
17, 71.58
18, 63.74
19, 24.54
20, 40.22
21, 20.62
22, -71.5
23, 26.5
24, -44.06
25, 75.5
26, 55.9
27, 63.74
28, 28.46
29, 59.82
30, 57.86
31, 40.22
32, 73.54
33, 73.54
34, 69.62
35, 79.42
36, 71.58
37, 75.5
38, 75.5
39, 77.46
40, 79.42
41, 57.86
42, 32.38
43, 67.66
44, 63.74
45, 63.74
46, 67.66
47, 63.74
48, 63.74
49, 61.78
50, 65.7
51, 73.54
52, 65.7
53, 53.94
54, 71.58
55, 73.54
56, 65.7
57, 67.66
58, 46.1
59, 73.54
60, 59.82
61, 77.46
62, 79.42
63, 71.58
64, 73.54
65, 61.78
66, 63.74
67, 48.06
68, 55.9
69, 69.62
70, 65.7
71, 34.34
72, 61.78
73, 69.62
74, 69.62
75, 73.54
76, 59.82
77, 69.62
78, 71.58
79, 63.74
80, 75.5
81, 79.42
82, 69.62
83, 73.54
84, 44.14
85, 79.42
86, 79.42
87, 75.5
88, 73.54
89, 67.66
90, 59.82
91, 51.98
92, 73.54
93, 75.5
94, 65.7
95, 79.42
96, 77.46
97, 79.42
98, 71.58
99, 32.38
100, 69.62
101, 61.78
102, 57.86
103, 59.82
104, 77.46
105, 67.66
106, 69.62
107, 63.74
108, 40.22
109, 65.7
110, 55.9
111, 77.46
112, 67.66
113, 69.62
114, 79.42
115, 71.58
116, 75.5
117, 75.5
118, 71.58
119, 65.7
120, 67.66
121, 69.62
122, 67.66
123, 69.62
124, 61.78
125, 71.58
126, 69.62
127, 71.58
128, 69.62
129, 61.78
130, 79.42
131, 75.5
132, 79.42
133, 55.9
134, 79.42
135, 57.86
136, 63.74
137, 75.5
138, 71.58
139, 77.46
140, 69.62
141, 71.58
142, 20.62
143, 55.9
144, 79.42
145, 77.46
146, 75.5
147, 81.38
148, 67.66
149, 73.54
150, 71.58
151, 57.86
152, 67.66
153, 63.74
154, 65.7
155, 63.74
156, 69.62
157, 63.74
158, 59.82
159, 73.54
160, 73.54
161, 69.62
162, 75.5
163, 63.74
164, 73.54
165, 73.54
166, 61.78
167, 77.46
168, 55.9
169, 77.46
170, 69.62
171, 67.66
172, 67.66
173, 79.42
174, 53.94
175, 75.5
176, 75.5
177, 77.46
178, 65.7
179, 77.46
180, 67.66
181, 53.94
182, 79.42
183, 42.18
184, 73.54
185, 81.38
186, 77.46
187, 59.82
188, 61.78
189, 61.78
190, 71.58
191, 79.42
192, 67.66
193, 67.66
194, 79.42
195, 67.66
196, 75.5
197, 63.74
198, 77.46
199, 53.94
200, 73.54
201, 77.46
202, 65.7
203, 30.42
204, 81.38
205, 67.66
206, 71.58
207, 69.62
208, 77.46
209, 75.5
210, 77.46
211, 81.38
212, 73.54
213, 55.9
